title,filename,tm,edcs,uri,doi,edr,phi,epicum,term_key_0,term_ref_0,term_text_0,term_cert_0,0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 0121,isic0121,285267,22100072,http://sicily.classics.ox.ac.uk/inscription/isic0121,10.5281/zenodo.4334209,127483,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0122,isic0122,285266,22100073,http://sicily.classics.ox.ac.uk/inscription/isic0122,10.5281/zenodo.4334211,127482,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0123,isic0123,285293,22100074,http://sicily.classics.ox.ac.uk/inscription/isic0123,10.5281/zenodo.4334215,127516,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0124,isic0124,285288,10900639,http://sicily.classics.ox.ac.uk/inscription/isic0124,10.5281/zenodo.4334217,127509,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0125,isic0125,285265,22100075,http://sicily.classics.ox.ac.uk/inscription/isic0125,10.5281/zenodo.4334221,127481,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0126,isic0126,285264,22100076,http://sicily.classics.ox.ac.uk/inscription/isic0126,10.5281/zenodo.4334223,127480,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0127,isic0127,285294,10900640,http://sicily.classics.ox.ac.uk/inscription/isic0127,10.5281/zenodo.4334227,127517,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0128,isic0128,175694,8900391,http://sicily.classics.ox.ac.uk/inscription/isic0128,10.5281/zenodo.4334229,077913,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0129,isic0129,285295,10900641,http://sicily.classics.ox.ac.uk/inscription/isic0129,10.5281/zenodo.4334235,127518,,,unknown,https://www.eagle-network.eu/voc/objtyp/lod/2.html,unknown,,,,,,
I.Sicily inscription 0130,isic0130,285296,10900642,http://sicily.classics.ox.ac.uk/inscription/isic0130,10.5281/zenodo.4334239,127519,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0131,isic0131,285121,22100077,http://sicily.classics.ox.ac.uk/inscription/isic0131,10.5281/zenodo.4334243,111012,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0132,isic0132,285238,10900643,http://sicily.classics.ox.ac.uk/inscription/isic0132,10.5281/zenodo.4334247,111013,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0133,isic0133,285239,22100078,http://sicily.classics.ox.ac.uk/inscription/isic0133,10.5281/zenodo.4334249,111014,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0134,isic0134,285122,22100079,http://sicily.classics.ox.ac.uk/inscription/isic0134,10.5281/zenodo.4334253,111015,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0135,isic0135,175731,10900644,http://sicily.classics.ox.ac.uk/inscription/isic0135,10.5281/zenodo.4334257,076859,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0136,isic0136,285123,22100080,http://sicily.classics.ox.ac.uk/inscription/isic0136,10.5281/zenodo.4334261,111016,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0137,isic0137,284844,22100081,http://sicily.classics.ox.ac.uk/inscription/isic0137,10.5281/zenodo.4334265,111018,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0138,isic0138,285240,10900645,http://sicily.classics.ox.ac.uk/inscription/isic0138,10.5281/zenodo.4334269,111019,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0139,isic0139,284845,22100082,http://sicily.classics.ox.ac.uk/inscription/isic0139,10.5281/zenodo.4334273,111020,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0140,isic0140,175705,8900405,http://sicily.classics.ox.ac.uk/inscription/isic0140,10.5281/zenodo.4334277,077927,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0141,isic0141,175734,10900646,http://sicily.classics.ox.ac.uk/inscription/isic0141,10.5281/zenodo.4334281,076862,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0142,isic0142,285263,23400464,http://sicily.classics.ox.ac.uk/inscription/isic0142,10.5281/zenodo.4334285,127478,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0143,isic0143,285031,22100083,http://sicily.classics.ox.ac.uk/inscription/isic0143,10.5281/zenodo.4334289,111023,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
I.Sicily inscription 0144,isic0144,284846,22100084,http://sicily.classics.ox.ac.uk/inscription/isic0144,10.5281/zenodo.4334291,111024,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0145,isic0145,285032,22100085,http://sicily.classics.ox.ac.uk/inscription/isic0145,10.5281/zenodo.4334295,111025,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0146,isic0146,284847,22100086,http://sicily.classics.ox.ac.uk/inscription/isic0146,10.5281/zenodo.4334297,111026,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0147,isic0147,284848,22100087,http://sicily.classics.ox.ac.uk/inscription/isic0147,10.5281/zenodo.4334302,111043,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0148,isic0148,284849,22100088,http://sicily.classics.ox.ac.uk/inscription/isic0148,10.5281/zenodo.4334304,111044,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0149,isic0149,285033,22100089,http://sicily.classics.ox.ac.uk/inscription/isic0149,10.5281/zenodo.4334308,111045,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0150,isic0150,284850,22100090,http://sicily.classics.ox.ac.uk/inscription/isic0150,10.5281/zenodo.4334312,111046,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0151,isic0151,284851,22100091,http://sicily.classics.ox.ac.uk/inscription/isic0151,10.5281/zenodo.4334340,111047,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0152,isic0152,285241,10900647,http://sicily.classics.ox.ac.uk/inscription/isic0152,10.5281/zenodo.4334342,111048,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0153,isic0153,285273,10900648,http://sicily.classics.ox.ac.uk/inscription/isic0153,10.5281/zenodo.4334348,111299,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
Epitaph of Clodia Thalia,isic0154,285124,22100093,http://sicily.classics.ox.ac.uk/inscription/isic0154,10.5281/zenodo.4334350,111300,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0155,isic0155,285243,8900406,http://sicily.classics.ox.ac.uk/inscription/isic0155,10.5281/zenodo.4334354,111305,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0156,isic0156,493964,10900649,http://sicily.classics.ox.ac.uk/inscription/isic0156,10.5281/zenodo.4334356,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0157,isic0157,175735,10900650,http://sicily.classics.ox.ac.uk/inscription/isic0157,10.5281/zenodo.4334360,076863,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0158,isic0158,285125,22100095,http://sicily.classics.ox.ac.uk/inscription/isic0158,10.5281/zenodo.4334362,111307,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0159,isic0159,285153,22100096,http://sicily.classics.ox.ac.uk/inscription/isic0159,10.5281/zenodo.4334366,111309,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0160,isic0160,175682,26001192,http://sicily.classics.ox.ac.uk/inscription/isic0160,10.5281/zenodo.4334370,078714,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0161,isic0161,175697,8900393,http://sicily.classics.ox.ac.uk/inscription/isic0161,10.5281/zenodo.4334372,077915,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0162,isic0162,175698,8900394,http://sicily.classics.ox.ac.uk/inscription/isic0162,10.5281/zenodo.4334376,077916,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0163,isic0163,175699,8900395,http://sicily.classics.ox.ac.uk/inscription/isic0163,10.5281/zenodo.4334380,077917,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0164,isic0164,175700,8900396,http://sicily.classics.ox.ac.uk/inscription/isic0164,10.5281/zenodo.4334384,077918,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0165,isic0165,284853,10900651,http://sicily.classics.ox.ac.uk/inscription/isic0165,10.5281/zenodo.4334388,111310,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0166,isic0166,285262,22100098,http://sicily.classics.ox.ac.uk/inscription/isic0166,10.5281/zenodo.4334392,127477,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0167,isic0167,285261,22100100,http://sicily.classics.ox.ac.uk/inscription/isic0167,10.5281/zenodo.4334394,127476,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0168,isic0168,175738,10900652,http://sicily.classics.ox.ac.uk/inscription/isic0168,10.5281/zenodo.4334398,076866,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0169,isic0169,285244,22100099,http://sicily.classics.ox.ac.uk/inscription/isic0169,10.5281/zenodo.4334402,111313,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0170,isic0170,285126,22100101,http://sicily.classics.ox.ac.uk/inscription/isic0170,10.5281/zenodo.4334406,111315,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0171,isic0171,284854,22100103,http://sicily.classics.ox.ac.uk/inscription/isic0171,10.5281/zenodo.4334410,111316,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0172,isic0172,285292,22100104,http://sicily.classics.ox.ac.uk/inscription/isic0172,10.5281/zenodo.4334414,127515,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0173,isic0173,175681,10900653,http://sicily.classics.ox.ac.uk/inscription/isic0173,10.5281/zenodo.4334418,078715,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0174,isic0174,175737,10900654,http://sicily.classics.ox.ac.uk/inscription/isic0174,10.5281/zenodo.4334422,076865,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0175,isic0175,285260,22100106,http://sicily.classics.ox.ac.uk/inscription/isic0175,10.5281/zenodo.4334430,127475,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0176,isic0176,285259,22100107,http://sicily.classics.ox.ac.uk/inscription/isic0176,10.5281/zenodo.4334434,127474,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0177,isic0177,285318,22100108,http://sicily.classics.ox.ac.uk/inscription/isic0177,10.5281/zenodo.4334438,127542,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0178,isic0178,285312,22100109,http://sicily.classics.ox.ac.uk/inscription/isic0178,10.5281/zenodo.4334442,127543,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0179,isic0179,285258,22100110,http://sicily.classics.ox.ac.uk/inscription/isic0179,10.5281/zenodo.4334444,127473,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0180,isic0180,285228,22100111,http://sicily.classics.ox.ac.uk/inscription/isic0180,10.5281/zenodo.4334448,127394,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0181,isic0181,285227,22100112,http://sicily.classics.ox.ac.uk/inscription/isic0181,10.5281/zenodo.4334452,127392,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0182,isic0182,285226,22100113,http://sicily.classics.ox.ac.uk/inscription/isic0182,10.5281/zenodo.4334456,127390,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0183,isic0183,285257,22100114,http://sicily.classics.ox.ac.uk/inscription/isic0183,10.5281/zenodo.4334460,127472,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0184,isic0184,285225,22100115,http://sicily.classics.ox.ac.uk/inscription/isic0184,10.5281/zenodo.4334466,127389,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0185,isic0185,285297,10900655,http://sicily.classics.ox.ac.uk/inscription/isic0185,10.5281/zenodo.4334470,127521,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0186,isic0186,285326,8900407,http://sicily.classics.ox.ac.uk/inscription/isic0186,10.5281/zenodo.4334474,127522,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0187,isic0187,285216,22100116,http://sicily.classics.ox.ac.uk/inscription/isic0187,10.5281/zenodo.4334478,127388,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0188,isic0188,175701,8900397,http://sicily.classics.ox.ac.uk/inscription/isic0188,10.5281/zenodo.4334482,077919,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0189,isic0189,285224,22100117,http://sicily.classics.ox.ac.uk/inscription/isic0189,10.5281/zenodo.4334486,127387,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0190,isic0190,285319,10900656,http://sicily.classics.ox.ac.uk/inscription/isic0190,10.5281/zenodo.4334488,127544,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0191,isic0191,285223,22100118,http://sicily.classics.ox.ac.uk/inscription/isic0191,10.5281/zenodo.4334492,127386,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),low,,,,,
I.Sicily inscription 0192,isic0192,175702,8900398,http://sicily.classics.ox.ac.uk/inscription/isic0192,10.5281/zenodo.4334496,077920,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0193,isic0193,285222,22100120,http://sicily.classics.ox.ac.uk/inscription/isic0193,10.5281/zenodo.4334500,127384,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0194,isic0194,285221,22100121,http://sicily.classics.ox.ac.uk/inscription/isic0194,10.5281/zenodo.4334504,127383,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0195,isic0195,285246,22100122,http://sicily.classics.ox.ac.uk/inscription/isic0195,10.5281/zenodo.4334508,127382,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0196,isic0196,285220,22100123,http://sicily.classics.ox.ac.uk/inscription/isic0196,10.5281/zenodo.4334512,127381,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
I.Sicily inscription 0197,isic0197,285299,22100124,http://sicily.classics.ox.ac.uk/inscription/isic0197,10.5281/zenodo.4334514,127524,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
I.Sicily inscription 0198,isic0198,285327,22100125,http://sicily.classics.ox.ac.uk/inscription/isic0198,10.5281/zenodo.4334518,127470,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0199,isic0199,285219,22100126,http://sicily.classics.ox.ac.uk/inscription/isic0199,10.5281/zenodo.4334520,127379,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0200,isic0200,285218,22100127,http://sicily.classics.ox.ac.uk/inscription/isic0200,10.5281/zenodo.4334524,127378,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0201,isic0201,285280,22100128,http://sicily.classics.ox.ac.uk/inscription/isic0201,10.5281/zenodo.4334565,127501,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0202,isic0202,175706,8900408,http://sicily.classics.ox.ac.uk/inscription/isic0202,10.5281/zenodo.4334569,077928,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0203,isic0203,285256,22100129,http://sicily.classics.ox.ac.uk/inscription/isic0203,10.5281/zenodo.4334571,127471,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0204,isic0204,285255,22100130,http://sicily.classics.ox.ac.uk/inscription/isic0204,10.5281/zenodo.4334575,127469,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0205,isic0205,175693,8900399,http://sicily.classics.ox.ac.uk/inscription/isic0205,10.5281/zenodo.4334579,077921,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0206,isic0206,285206,22100131,http://sicily.classics.ox.ac.uk/inscription/isic0206,10.5281/zenodo.4334581,126998,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0207,isic0207,285254,22100132,http://sicily.classics.ox.ac.uk/inscription/isic0207,10.5281/zenodo.4334585,127468,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0208,isic0208,285300,10900657,http://sicily.classics.ox.ac.uk/inscription/isic0208,10.5281/zenodo.4334587,127525,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0209,isic0209,285253,22100133,http://sicily.classics.ox.ac.uk/inscription/isic0209,10.5281/zenodo.4334591,127467,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0210,isic0210,285279,10900658,http://sicily.classics.ox.ac.uk/inscription/isic0210,10.5281/zenodo.4334594,127500,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0211,isic0211,175692,8900400,http://sicily.classics.ox.ac.uk/inscription/isic0211,10.5281/zenodo.4334598,077922,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0212,isic0212,285302,10900659,http://sicily.classics.ox.ac.uk/inscription/isic0212,10.5281/zenodo.4334600,127528,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
